WORD,IND_TF
万达,0.5825950884631887
王健林,0.15630599934378234
旅游,0.09946745412786148
巨轮,0.08402789507506703
院线,0.07815299967189117
商业地产,0.035524090759950534
度假区,0.028419272607960424
电影,0.028419272607960424
国际足联,0.02131445445597032
格外,0.02131445445597032
比作,0.02131445445597032
网络科技,0.02131445445597032
首富,0.02131445445597032
一个亿,0.014209636303980212
传奇,0.014209636303980212
体育产业,0.014209636303980212
冯小刚,0.014209636303980212
可怕,0.014209636303980212
后备军,0.014209636303980212
娱乐,0.014209636303980212
引人注目,0.014209636303980212
影业,0.014209636303980212
手法,0.014209636303980212
旅游城,0.014209636303980212
无不,0.014209636303980212
暗潮,0.014209636303980212
演艺,0.014209636303980212
王思聪,0.014209636303980212
盈方,0.014209636303980212
董明珠,0.014209636303980212
银隆,0.014209636303980212
麦克,0.014209636303980212
国宝,0.010650917442770247
amc,0.007104818151990106
一个点,0.007104818151990106
一劳永逸,0.007104818151990106
一口气,0.007104818151990106
一如既往,0.007104818151990106
一席,0.007104818151990106
一条线,0.007104818151990106
一波三折,0.007104818151990106
一跃,0.007104818151990106
不得已,0.007104818151990106
不明朗,0.007104818151990106
主题乐园,0.007104818151990106
乐园,0.007104818151990106
五洲,0.007104818151990106
产品升级,0.007104818151990106
从重,0.007104818151990106
会晤,0.007104818151990106
会面,0.007104818151990106
伸向,0.007104818151990106
借壳上市,0.007104818151990106
充实,0.007104818151990106
冰冻,0.007104818151990106
别无选择,0.007104818151990106
努力做到,0.007104818151990106
势在必行,0.007104818151990106
半路,0.007104818151990106
发展壮大,0.007104818151990106
各个环节,0.007104818151990106
合作开发,0.007104818151990106
和澳洲,0.007104818151990106
售票,0.007104818151990106
坐拥,0.007104818151990106
太低,0.007104818151990106
娴熟,0.007104818151990106
嫁衣,0.007104818151990106
字画,0.007104818151990106
室内外,0.007104818151990106
小伙伴,0.007104818151990106
巨大变化,0.007104818151990106
影视制作,0.007104818151990106
影视文化,0.007104818151990106
忙碌,0.007104818151990106
急于,0.007104818151990106
手腕,0.007104818151990106
换代,0.007104818151990106
敲定,0.007104818151990106
文旅城,0.007104818151990106
旅游网,0.007104818151990106
最怕,0.007104818151990106
构架,0.007104818151990106
王国,0.007104818151990106
甘心,0.007104818151990106
电影院线,0.007104818151990106
硬件平台,0.007104818151990106
竞技,0.007104818151990106
筹办,0.007104818151990106
经营权,0.007104818151990106
脱身,0.007104818151990106
自行车,0.007104818151990106
舞台,0.007104818151990106
要说,0.007104818151990106
触角,0.007104818151990106
资金投入,0.007104818151990106
走得快,0.007104818151990106
起以,0.007104818151990106
转播权,0.007104818151990106
轮回,0.007104818151990106
轻重,0.007104818151990106
这艘,0.007104818151990106
铁人,0.007104818151990106
飞凡,0.007104818151990106
马德里,0.007104818151990106
