WORD,IND_TF
ibm,0.19138755980861244
黎明,0.06220095693779904
watson,0.05741626794258373
医疗,0.03827751196172249
芯片,0.022571802063635092
跨国企业,0.0215311004784689
同创,0.019138755980861243
人工智能,0.012221897884329825
计算机,0.012221897884329825
共同体,0.011961722488038277
量子,0.009829553386722171
酒店,0.007437208889114515
亿个,0.007177033492822967
诊疗,0.007177033492822967
情感,0.0050448643915068595
方方面面,0.0050448643915068595
智胜,0.0050448643915068595
语音,0.0050448643915068595
动因,0.004784688995215311
医院,0.004784688995215311
大纲,0.004784688995215311
导游,0.004784688995215311
得主,0.004784688995215311
排序,0.004784688995215311
教育资源,0.004784688995215311
每秒,0.004784688995215311
没法,0.004784688995215311
点破,0.004784688995215311
眼光,0.004784688995215311
简史,0.004784688995215311
肿瘤,0.004784688995215311
讲述,0.004784688995215311
诺贝尔奖,0.004784688995215311
造福人类,0.004784688995215311
na,0.0023923444976076554
power,0.0023923444976076554
一本,0.0023923444976076554
一步到位,0.0023923444976076554
一群,0.0023923444976076554
一词,0.0023923444976076554
一颗,0.0023923444976076554
万倍,0.0023923444976076554
万分之一,0.0023923444976076554
万年,0.0023923444976076554
不遗余力,0.0023923444976076554
专著,0.0023923444976076554
中排,0.0023923444976076554
中枢神经,0.0023923444976076554
临床医学,0.0023923444976076554
临床实验,0.0023923444976076554
举世瞩目,0.0023923444976076554
云上,0.0023923444976076554
亚裔,0.0023923444976076554
作家,0.0023923444976076554
做过,0.0023923444976076554
共拓,0.0023923444976076554
内部结构,0.0023923444976076554
准确率,0.0023923444976076554
创造力,0.0023923444976076554
初级,0.0023923444976076554
到任,0.0023923444976076554
制药,0.0023923444976076554
加密,0.0023923444976076554
助教,0.0023923444976076554
区块,0.0023923444976076554
医学影像,0.0023923444976076554
十几年,0.0023923444976076554
卖力,0.0023923444976076554
参天大树,0.0023923444976076554
发芽,0.0023923444976076554
只谈,0.0023923444976076554
各个领域,0.0023923444976076554
启发,0.0023923444976076554
呼应,0.0023923444976076554
喜好,0.0023923444976076554
图灵奖,0.0023923444976076554
地平线,0.0023923444976076554
地理,0.0023923444976076554
地缘,0.0023923444976076554
场合,0.0023923444976076554
培训班,0.0023923444976076554
基本概念,0.0023923444976076554
基础架构,0.0023923444976076554
多份,0.0023923444976076554
大开,0.0023923444976076554
夺冠,0.0023923444976076554
奔波,0.0023923444976076554
套用,0.0023923444976076554
如火如荼,0.0023923444976076554
存储技术,0.0023923444976076554
学习效果,0.0023923444976076554
实战,0.0023923444976076554
工程院,0.0023923444976076554
已至,0.0023923444976076554
布置,0.0023923444976076554
并不认为,0.0023923444976076554
康奈尔大学,0.0023923444976076554
延展,0.0023923444976076554
开场,0.0023923444976076554
开篇,0.0023923444976076554
弯道,0.0023923444976076554
归因于,0.0023923444976076554
征服,0.0023923444976076554
很难说,0.0023923444976076554
惯常,0.0023923444976076554
感叹,0.0023923444976076554
战胜,0.0023923444976076554
所处,0.0023923444976076554
扛着,0.0023923444976076554
拉响,0.0023923444976076554
拔高,0.0023923444976076554
指令集,0.0023923444976076554
挣快,0.0023923444976076554
掌上,0.0023923444976076554
推动者,0.0023923444976076554
推理,0.0023923444976076554
推销,0.0023923444976076554
攻略,0.0023923444976076554
放置,0.0023923444976076554
教学资源,0.0023923444976076554
教室,0.0023923444976076554
教育领域,0.0023923444976076554
文献,0.0023923444976076554
新技能,0.0023923444976076554
旅游业,0.0023923444976076554
明珠,0.0023923444976076554
晶体管,0.0023923444976076554
望尘莫及,0.0023923444976076554
机票,0.0023923444976076554
根源,0.0023923444976076554
格式,0.0023923444976076554
注解,0.0023923444976076554
流露,0.0023923444976076554
涌现出,0.0023923444976076554
深蓝,0.0023923444976076554
游客,0.0023923444976076554
源代码,0.0023923444976076554
演化,0.0023923444976076554
物种,0.0023923444976076554
特长,0.0023923444976076554
班级,0.0023923444976076554
瓦尔,0.0023923444976076554
用时,0.0023923444976076554
电子商务,0.0023923444976076554
疑似,0.0023923444976076554
病历,0.0023923444976076554
病患,0.0023923444976076554
癌症,0.0023923444976076554
知识点,0.0023923444976076554
研究生,0.0023923444976076554
神经,0.0023923444976076554
神经科学,0.0023923444976076554
禀赋,0.0023923444976076554
租车,0.0023923444976076554
称之为,0.0023923444976076554
突触,0.0023923444976076554
第十九,0.0023923444976076554
第四个,0.0023923444976076554
类脑,0.0023923444976076554
精度,0.0023923444976076554
紧紧围绕,0.0023923444976076554
网球,0.0023923444976076554
网络空间,0.0023923444976076554
美誉,0.0023923444976076554
考点,0.0023923444976076554
考试,0.0023923444976076554
脑洞,0.0023923444976076554
自然语言,0.0023923444976076554
蔚然成风,0.0023923444976076554
薄弱,0.0023923444976076554
行程,0.0023923444976076554
表征,0.0023923444976076554
订票,0.0023923444976076554
订餐,0.0023923444976076554
谈论,0.0023923444976076554
超级计算机,0.0023923444976076554
超车,0.0023923444976076554
跨越式,0.0023923444976076554
路漫漫其修远兮,0.0023923444976076554
软件开发,0.0023923444976076554
辉瑞,0.0023923444976076554
这台,0.0023923444976076554
那场,0.0023923444976076554
量身,0.0023923444976076554
闪耀,0.0023923444976076554
雇佣,0.0023923444976076554
预见性,0.0023923444976076554
预言,0.0023923444976076554
领头羊,0.0023923444976076554
领导力,0.0023923444976076554
风投,0.0023923444976076554
餐饮,0.0023923444976076554
