WORD,IND_TF
欣泰,0.04430379746835443
电气,0.04430379746835443
重大事件,0.02531645569620253
新股申购,0.0189873417721519
代持,0.012658227848101266
保险,0.012658227848101266
出口额,0.012658227848101266
刘士余,0.012658227848101266
深港,0.012658227848101266
萝卜,0.012658227848101266
钢铁行业,0.012658227848101266
频发,0.012658227848101266
一时间,0.006329113924050633
一职,0.006329113924050633
一补,0.006329113924050633
一连串,0.006329113924050633
一降,0.006329113924050633
三去,0.006329113924050633
上任,0.006329113924050633
不复存在,0.006329113924050633
中储,0.006329113924050633
中国建材,0.006329113924050633
中材,0.006329113924050633
中粮,0.006329113924050633
中纺,0.006329113924050633
以飨读者,0.006329113924050633
伊利,0.006329113924050633
低至,0.006329113924050633
依法打击,0.006329113924050633
储粮,0.006329113924050633
儿戏,0.006329113924050633
元旦,0.006329113924050633
全面铺开,0.006329113924050633
冒用,0.006329113924050633
农业,0.006329113924050633
冻结资金,0.006329113924050633
刀口,0.006329113924050633
刘士,0.006329113924050633
到来之际,0.006329113924050633
十项,0.006329113924050633
博傻,0.006329113924050633
印章,0.006329113924050633
双杀,0.006329113924050633
反复强调,0.006329113924050633
受伤,0.006329113924050633
可取,0.006329113924050633
后代,0.006329113924050633
哀鸿遍野,0.006329113924050633
四次,0.006329113924050633
国改,0.006329113924050633
国旅,0.006329113924050633
场上,0.006329113924050633
堪比,0.006329113924050633
大为,0.006329113924050633
大众,0.006329113924050633
大宗,0.006329113924050633
大戏,0.006329113924050633
大系,0.006329113924050633
大门,0.006329113924050633
失血,0.006329113924050633
姜洋,0.006329113924050633
对美,0.006329113924050633
平静,0.006329113924050633
并重,0.006329113924050633
微乎其微,0.006329113924050633
怪现象,0.006329113924050633
承担责任,0.006329113924050633
接棒,0.006329113924050633
摘取,0.006329113924050633
敲击,0.006329113924050633
无序,0.006329113924050633
日中,0.006329113924050633
暴露出,0.006329113924050633
更难,0.006329113924050633
有益,0.006329113924050633
未公开,0.006329113924050633
核建,0.006329113924050633
根本性,0.006329113924050633
桂冠,0.006329113924050633
此起彼伏,0.006329113924050633
武钢,0.006329113924050633
毋庸置疑,0.006329113924050633
没钱,0.006329113924050633
消停,0.006329113924050633
深远影响,0.006329113924050633
港中旅,0.006329113924050633
漠视,0.006329113924050633
火中取栗,0.006329113924050633
灰色,0.006329113924050633
焦炭,0.006329113924050633
焦煤,0.006329113924050633
照搬,0.006329113924050633
猝不及防,0.006329113924050633
短线交易,0.006329113924050633
石油,0.006329113924050633
私刻,0.006329113924050633
筹措,0.006329113924050633
签后,0.006329113924050633
股债,0.006329113924050633
蒸发,0.006329113924050633
许昆林,0.006329113924050633
资产负债,0.006329113924050633
起因,0.006329113924050633
起飞,0.006329113924050633
超额完成,0.006329113924050633
跟不上,0.006329113924050633
连发,0.006329113924050633
错配,0.006329113924050633
雪上加霜,0.006329113924050633
预先,0.006329113924050633
频出,0.006329113924050633
风险意识,0.006329113924050633
首例,0.006329113924050633
